id,number,year,make,model,vin,metric_units,front_facing_enhanced_url,front_facing_enhanced_ai_viz_url,dual_facing_enhanced_url,dual_facing_enhanced_ai_viz_url,front_facing_plain_url,driver_facing_plain_url,events
1179255,880,,Kenworth,880,1XKZD40XXLJ960865,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2964688286/mp4-front_facing-bea1f170-1935-4a0d-ae14-be048711af1c.mp4?response-content-disposition=attachment%3B%20filename%3DDriver_capture-Unidentified-20240627-142102-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094915Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=ebfe5046b9444d4771b9b1dd20de9d85c2d6f71aab57da0f632c15f90ae06a77,,manual_event
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2976644864/mp4-front_facing-69d0fa1e-2287-4a4a-a9bc-e310cff86562.mp4?response-content-disposition=attachment%3B%20filename%3DDriver_capture-Unidentified-20240730-084259-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094915Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=9008c11e27148219c16c0643a098ad37702a1c0a1c11cd224dea2c5812f49af7,,manual_event
1179252,905,,Peterbilt,389,1XPXD49X0KD261276,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2983159376/mp4-front_facing-41382945-d1d9-426f-aeef-386886871358.mp4?response-content-disposition=attachment%3B%20filename%3DDriver_capture-Unidentified-20240815-194718-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094915Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=eb65fd500371cd4903eb061d49633d0df1fe41677a8cc14621fa113e3589f228,,manual_event
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2985326567/mp4-front_facing-1e695a5d-5e59-4906-ad08-bb55a0c66862.mp4?response-content-disposition=attachment%3B%20filename%3DDriver_capture-Unidentified-20240821-195443-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094915Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=870d55153f26ad4ff75f48fdde45bcc88c3b4197070e2ef2d86859e0aaf4f6c0,,manual_event
1564117,600,2015,MACK,CXU,1M1AW07Y4FM050867,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2987208391/mp4-front_facing-727d2b2d-afd4-490d-b72a-8907fd1bbd0b.mp4?response-content-disposition=attachment%3B%20filename%3DDriver_capture-Unidentified-20240827-033847-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094915Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=4110eda6a763753c7821517c07ff165155fcdcbdf44fc07a05d765cf533f9d32,,manual_event
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2954628959/mp4-front_facing-2fa8e976-8a90-4079-8605-cf63849ab103.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240601-032738-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094921Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=35264239dbb3abb0bb27f112e927469254ae0c90ca99dba2c611cfe670a44a5b,,tailgating
1179252,905,,Peterbilt,389,1XPXD49X0KD261276,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2954700833/mp4-front_facing-873e0e54-e0a5-4f0d-a33b-f779400d556f.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240601-141937-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094921Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=e40c3f8a3bfd317d98984a14c7ce46f489d168e288f38f7ab8ac64b04ce70d39,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2954799988/mp4-front_facing-9bde2453-f2de-4754-9fae-974710ee8b22.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240601-212403-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094921Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=8577c5008853a090c8ba64f7bf27f08e7abe14b890245348dfdf5f6f8125ae7a,,tailgating
1179249,855,2016,Peterbilt,389,1NPXD49X2GD305652,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2954881581/mp4-front_facing-0077d34a-5c71-4c07-aecd-5b50fc0c5563.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240602-135641-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094921Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=c5faf5c756e859c0775a004934116861dea2084e9fc6756ee706ed035e4d3c55,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2954963621/mp4-front_facing-f62b0437-c37b-4d6c-b5e8-296a24111c5e.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240602-223649-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094921Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=24a807ac1eddd7240e2321978eece8d718bf7137a63326132ef7d443b5e2dc95,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2955277734/mp4-front_facing-d1f7d707-a19d-4e79-91c6-2d13e4236b43.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240603-180503-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094921Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=eb45bf104a7815a3a1a8dd5c14792db0f8ef0ec9ef0c7d77ab3bef1fe3d54dd9,,tailgating
1564117,600,2015,MACK,CXU,1M1AW07Y4FM050867,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2955922652/mp4-front_facing-16cea478-a774-4301-bd09-b915b2e6971d.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240605-002314-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094921Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=570baf4fd6d1dff9a1959a34612b4e503040da53658916acde100a06cbb815fa,,tailgating
1179249,855,2016,Peterbilt,389,1NPXD49X2GD305652,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2955926406/mp4-front_facing-30543b50-1c86-4e2f-82f5-ce0c2a1e6d0a.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240605-003821-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=de2f9eb5bf8804fa86df32be748b01ea6e1160b64f26f052bb3d03a56b7b5ee2,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2956966447/mp4-front_facing-ab592055-ed01-4253-aaa6-a50f9046b97a.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240607-013102-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=5862a6354d0d6cfdb850d0fc9250e8eec3f5c5a4966ecf7fd5670c9cd1a0f8c3,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2957398353/mp4-front_facing-2080891f-05c4-4120-8389-561f012e393c.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240608-000850-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=147e1f999183681a008d365139f80a89f2f96abaad694cc2be6b894e60bef561,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2957415713/mp4-front_facing-b2c4da37-1c53-472f-9c82-656d84629972.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240608-015017-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=913e53d49781adc8fcc735aaee38a7b785c3a44f4b137e72e0b7e6140a5d2621,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2957621526/mp4-front_facing-617aef7c-68b0-441d-b2fa-1436fc001442.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240609-021935-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=ade70892715af3cce6d3911024167b0e5f515013c147a12ee034591c465428da,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2958205031/mp4-front_facing-8fddb348-682a-4772-a252-b57dbcf78b76.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240611-011323-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=c65edff84ff18233a27abb3c0eee8704bf784a26851462ebb6b605400d66ee9c,,tailgating
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2959182760/mp4-front_facing-1dce2140-badc-403f-95dd-441e3f66b915.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240613-012447-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=a1686e5e7a5b5b0013910b947af74c0d82f93742c3fd2f955d8dc205a6b2d2c3,,tailgating
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2959592030/mp4-front_facing-a82dc633-aced-4e6f-aa49-9d0b09494e01.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240613-212443-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=5d551e4cdf63c55607f971b8fe1fe6e788318a4a2d791c06c2c1b1a716883960,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2959940827/mp4-front_facing-e755fc6c-ee4e-4f25-8d76-971a322c1f7e.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240614-174543-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=e54aede39acab2e38567bf68dd18d986757e89fdeee9fb85bd57dc60b2b0358c,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,,,tailgating
1473363,898,2015,PETERBILT,389,1XPXD49X6FD290609,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2959996725/mp4-front_facing-4437ba3e-55e4-466f-8733-983894e37070.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240614-192540-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=0015d5680e504fa630e884254ade0d6686c7f34cdacafe838e09fc2d75ad4a43,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2960052392/mp4-front_facing-8aaad540-4cf3-4123-b8a7-ab714dd5c948.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240614-211507-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=6d7cb415fcd0a5b69b67adcbc8d931d0459c6f6bd0bc0cd244bfcb6561bbc02d,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,,,tailgating
1473363,898,2015,PETERBILT,389,1XPXD49X6FD290609,True,,,,,,,tailgating
1473363,898,2015,PETERBILT,389,1XPXD49X6FD290609,True,,,,,,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2960130599/mp4-front_facing-b725ff15-fbc7-460a-b697-a421e4ae085a.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240615-023449-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=3c1e1759c0b4c65049bd381d85f517bd7064268e7777726607701cd33d582b45,,tailgating
1179252,905,,Peterbilt,389,1XPXD49X0KD261276,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2960324909/mp4-front_facing-77c63921-634f-4a28-9271-d50608c0ea50.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240616-010354-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=6e63bbf0618a6deff81007f8afa1b22a9c15841ec0c568db3da3ab7ee1bb0712,,tailgating
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2960437304/mp4-front_facing-ea6e0a60-4861-4d4a-8bd7-862f8474a549.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240616-222214-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=980931895ed95fbb49557098f9c841153e7438692eb2d82476e61fec4581971a,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2961208454/mp4-front_facing-95059f43-c7f8-471d-9844-bc0bc64c4153.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240618-180810-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=586cef414771789de4e7ee52f75b72f5d8a842faf6ec048a5796af73deb3f1d5,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,,,tailgating
